date,transaction_success_rate,cpu_usage,memory_usage,response_time,error_rate
2025-01-27,88.96920238692391,49.404247978618265,554.2680841335836,2.896060606060606,0.11454545454545455
2025-01-28,90.66169411221495,49.404194523084485,554.2674735420753,2.582551724137931,0.10606896551724139
2025-01-29,89.32696113685697,49.40302849737553,554.2674289204136,2.4814285714285713,0.09935714285714285
2025-01-30,89.17634063467398,49.40419417606818,554.2676518419469,2.355467625899281,0.0979136690647482
2025-01-31,90.29221550054883,49.405935622742966,554.2577669004377,2.4675384615384615,0.10407692307692308
2025-02-01,89.58609629182546,49.40420494124585,554.266335189592,2.6,0.10414285714285715
2025-02-02,90.3113240528988,49.40561613886638,554.2675219111838,2.532585034013606,0.09680272108843538
2025-02-03,89.4981231209785,49.40420021685173,554.2763547146745,2.453943661971831,0.09767605633802817
2025-02-04,90.04888774420024,49.40202406935988,554.2410004988628,2.48875,0.09527777777777778
2025-02-05,89.62842664665581,49.40420677815679,554.2853420381283,2.660759493670886,0.0999367088607595
2025-02-06,89.96391099255682,49.401449848407296,554.267831660737,2.4575735294117647,0.0836764705882353
2025-02-07,88.90263084886246,49.40418957086526,554.267933349454,2.412836879432624,0.10234042553191489
2025-02-08,89.76919883629442,49.4056467448124,554.2678262785638,2.786597222222222,0.09944444444444445
2025-02-09,90.76738943926443,49.40417441696891,554.267850763661,2.472464788732394,0.09704225352112676
2025-02-10,89.09662000807833,49.40176329936292,554.267858022401,2.402993197278912,0.09061224489795919
2025-02-11,89.40146466188133,49.404186987873224,554.2676518419469,2.4321582733812948,0.09949640287769784
2025-02-12,90.12767614330114,49.40194793187688,554.2677347816214,2.57453947368421,0.09638157894736843
2025-02-13,89.40374295843046,49.404197048172556,554.2676584331793,2.677682119205298,0.09596026490066226
2025-02-14,88.99971267158767,49.40586250327736,554.2679272816821,2.751883116883117,0.09577922077922078
2025-02-15,90.76490638990639,49.404185698850924,554.2676722394075,2.5527215189873416,0.09867088607594937
2025-02-16,89.43823370370552,49.404177267128574,554.2750627836889,2.638860759493671,0.09835443037974684
2025-02-17,89.11510509166759,49.404202562295616,554.2567165152907,2.6635714285714283,0.10357142857142858
2025-02-18,90.3759468733427,49.40421898040287,554.2676883888055,2.7116901408450707,0.0926056338028169
2025-02-19,90.3320391992267,49.40437592899786,554.2676890331501,2.435763888888889,0.10020833333333333
2025-02-20,91.26889266212183,49.404217900264236,554.2824532424981,2.416513157894737,0.1099342105263158
2025-02-21,90.1329597293139,49.404221593897496,554.2678288927622,2.605785714285714,0.10521428571428572
2025-02-22,90.1161541005291,49.40481067838185,554.2679624081612,2.687723577235772,0.0989430894308943
2025-02-23,89.32696161862829,49.403986673960176,554.2676541619377,2.645874125874126,0.10293706293706294
2025-02-24,90.04724847479137,49.40696483143137,554.254908249954,2.4872992700729926,0.09620437956204379
2025-02-25,91.22780113971902,49.40272545240917,554.2677576558569,2.584027777777778,0.09743055555555556
2025-02-26,89.71935607314161,49.40421888842467,554.2677993676984,2.5237254901960786,0.10313725490196078
